building_id,company_id,name,street,city,state,zip,latitude,longitude,square_footage_code,employees,is_headquarters,naics_code,discovered_at,source,is_served
001238062,001238062,Bolivar Medical Center,901 Highway 8 E,Cleveland,MS,38732,33.749038,-90.708449,4.0,364.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
118112051,118112051,Allegheny Valley Hospital,1301 Carlisle St,Natrona Heights,PA,15065-1192,40.61782,-79.73628,3.0,999.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
427551168,427551168,Rochester Regional Health Unity Living Center,89 Genesee St,Rochester,NY,14611-3201,43.148742,-77.6372,4.0,,True,62331103.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
871889820,871889820,Select Physical Therapy Holdings Inc,4714 Gettysburg Rd,Mechanicsburg,PA,17055-4325,40.212329,-76.958178,4.0,8.0,True,62134019.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
851878272,851878272,Dialysis Clinic Inc,1633 Church St,Nashville,TN,37203-2948,36.155887,-86.794994,5.0,150.0,True,62149202.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
439890884,439890884,Reeves County Hospital District,2323 Texas St,Pecos,TX,79772-7338,31.401397,-103.513989,3.0,,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
447505835,447505835,IU Health Bloomington Hospital,2651 E Discovery Pkwy,Bloomington,IN,47408-9059,39.175586,-86.497967,4.0,,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
417484600,417484600,Everside Health,1400 Wewatta St,Denver,CO,80202-5553,39.750671,-105.003294,3.0,65.0,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
401559717,401559717,ProMedica Fostoria Community Hospital,501 Van Buren St,Fostoria,OH,44830-1534,41.162988,-83.423437,3.0,165.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
979736733,979736733,Intermountain Health St. Vincent Regional Hospital,1233 N 30th St,Billings,MT,59101-0127,45.793348,-108.518215,4.0,1659.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
735685439,735685439,Sanford Medical Center Fargo,5225 23rd Ave S,Fargo,ND,58104-7927,46.845466,-96.875367,4.0,,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
711997312,711997312,Life Link III,4188 Lexington Ave N,Saint Paul,MN,55126-6106,45.068478,-93.145446,4.0,120.0,True,62191001.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
367760634,367760634,MUSC Health,171 Ashley Ave,Charleston,SC,29425-0100,32.78556,-79.94671,2.0,,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
609224738,609224738,Corewell Health Beaumont Troy Hospital,44201 Dequindre Rd,Troy,MI,48085-1117,42.618446,-83.093273,4.0,3260.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
211974969,211974969,SSM Health Saint Louis University Hospital,1201 S Grand Blvd,Saint Louis,MO,63104-1016,38.624374,-90.237444,4.0,,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
008714198,008714198,Avera Cardiology-Marshall,300 S Bruce St,Marshall,MN,56258-1934,44.448007,-95.777687,4.0,348.0,True,62111129.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
890335383,890335383,"Rockwell Medical, Inc",30142 S Wixom Rd,Wixom,MI,48393-3440,42.513173,-83.533892,7.0,70.0,True,33911201.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
001159367,001159367,Bryn Mawr Hospital,130 S Bryn Mawr Ave,Bryn Mawr,PA,19010-3143,40.01849,-75.32063,4.0,1494.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
476609177,476609177,Brookdale Senior Living Inc,105 Westwood Pl,Brentwood,TN,37027-1015,36.037137,-86.806105,5.0,500.0,True,62331101.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
714930731,714930731,The US Oncology Network,10101 Woodloch Forest Dr,The Woodlands,TX,77380-1975,30.158125,-95.456553,4.0,13.0,True,62111107.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
402747158,402747158,Billings Clinic Health System,801 N 29th St,Billings,MT,59101-0905,45.7877,-108.512588,3.0,4000.0,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
001398536,001398536,"Medical City Decatur, A Campus of Medical City Denton",609 Medical Center Dr,Decatur,TX,76234-3836,33.217374,-97.593521,4.0,,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
655489953,655489953,Sanford Sheldon Medical Center,118 N 7th Ave,Sheldon,IA,51201-1235,43.187026,-95.846548,4.0,252.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
403048619,403048619,St. Cloud Hospital,1406 6th Ave N,Saint Cloud,MN,56303-1901,45.57535,-94.17033,3.0,4629.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
436100412,436100412,NxStage Kidney Care Inc,350 Merrimack St,Lawrence,MA,01843-1748,42.70434,-71.146091,4.0,,True,62149202.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
848213443,848213443,Prairie Lakes Healthcare System,401 9th Ave NW,Watertown,SD,57201-1548,44.911177,-97.120938,4.0,525.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
001464544,001464544,TriState Health,1221 Highland Ave,Clarkston,WA,99403-2829,46.402726,-117.054559,3.0,412.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
984943837,984943837,Montefiore Mount Vernon Hospital,12 N 7th Ave,Mount Vernon,NY,10550-2098,40.91244,-73.83998,4.0,542.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
697893873,697893873,Holston Medical Group,2323 N John B Dennis Hwy,Kingsport,TN,37660-4771,36.552389,-82.508893,4.0,100.0,True,62111129.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
400821130,400821130,UP Health System-Portage,500 Campus Dr,Hancock,MI,49930-1453,47.139666,-88.586844,3.0,577.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
001314830,001314830,Sanford Bemidji Medical Center,1300 Anne St NW,Bemidji,MN,56601-5103,47.503635,-94.899512,4.0,630.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
402513824,402513824,MercyOne North Iowa Medical Center,1000 4th St SW,Mason City,IA,50401-2800,43.150584,-93.217005,4.0,1886.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
402529135,402529135,Shenandoah Medical Center,300 Pershing Ave,Shenandoah,IA,51601-2355,40.752652,-95.36934,4.0,310.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
437325783,437325783,Trinity Health,1 Burdick Expy W,Minot,ND,58701-4406,48.232195,-101.293818,4.0,1527.0,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
546024779,546024779,Stevens Community Medical Center,400 E 1st St,Morris,MN,56267-1408,45.584998,-95.904898,4.0,239.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
811308949,811308949,"Genesis HealthCare, Inc",101 E State St,Kennett Square,PA,19348-3166,39.84684,-75.71149,4.0,650.0,True,62311016.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
510833353,510833353,Southeastern Renal Dialysis,1419 Morgan St,Keokuk,IA,52632-4027,40.405999,-91.386716,4.0,11.0,True,62149202.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
422011761,422011761,Intermountain Medical Group,36 S State St,Salt Lake City,UT,84111-1472,40.76835,-111.888834,3.0,,True,62111129.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
511297384,511297384,Cleveland Clinic H Building,9500 Euclid Ave,Cleveland,OH,44195-0002,41.50289,-81.62154,4.0,10000.0,True,62111129.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
435988270,435988270,NYU Langone Health System,550 1st Ave,New York,NY,10016-6402,40.742311,-73.974303,1.0,,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
980327522,980327522,Community Medical Center,2827 Fort Missoula Rd,Missoula,MT,59804-7408,46.847149,-114.04804,4.0,956.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
402091901,402091901,Heber Valley Hospital,454 E Medical Way,Heber City,UT,84032-1391,40.490195,-111.406309,4.0,199.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
001462993,001462993,PeaceHealth St John Medical Center,1615 Delaware St,Longview,WA,98632-2367,46.130382,-122.941114,3.0,1299.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
712342805,712342805,Kaiser Permanente Southern California Regional Offices,393 E Walnut St,Pasadena,CA,91188-0002,34.15057,-118.14267,3.0,,True,56111012.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
431517598,431517598,Network 8 Inc,775 Woodlands Pkwy,Ridgeland,MS,39157-5214,32.402931,-90.112834,3.0,11.0,True,51781010.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
000523456,000523456,FMC Corporation,2929 Walnut St,Philadelphia,PA,19104-5054,39.951869,-75.184184,4.0,600.0,True,32599805.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
369598495,369598495,Spencer Hospital,1200 1st Ave E,Spencer,IA,51301-4330,43.14984,-95.14379,4.0,438.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
866796055,866796055,Intermountain Health Logan Regional Hospital,1400 N 500 E,Logan,UT,84341-2455,41.757061,-111.821165,3.0,,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
148765365,148765365,Sanford Health,2301 E 60th St N,Sioux Falls,SD,57104-0569,43.599028,-96.693958,8.0,,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
434093528,434093528,Multispecialty Physician Partners,1726 Cole Blvd,Golden,CO,80401-3262,39.737623,-105.157639,3.0,,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
483457933,483457933,Baxter Healthcare Corporation,1 Baxter Pkwy,Deerfield,IL,60015-4633,42.15982,-87.88055,4.0,60.0,True,33911203.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
001279645,001279645,McLaren Northern Michigan,416 Connable Ave,Petoskey,MI,49770-2212,45.373034,-84.970369,3.0,1269.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
848043501,848043501,Avera McKennan Hospital & University Health Center,1325 S Cliff Ave,Sioux Falls,SD,57105-1005,43.533949,-96.71482,4.0,,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
466218666,466218666,USAA,9800 Fredericksburg Rd,San Antonio,TX,78288-0002,29.53316,-98.57657,4.0,,True,52421001.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
214852436,214852436,Hackensack Meridian Health,343 Thornall St,Edison,NJ,08837-2209,40.560602,-74.335764,3.0,125.0,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
544816341,544816341,Northwell Health,2000 Marcus Ave,New Hyde Park,NY,11042-1069,40.759311,-73.698928,3.0,300.0,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
242323400,242323400,Lifeline Vascular Access,3 W Hawthorn Pkwy,Vernon Hills,IL,60061-1450,42.241079,-87.965706,4.0,100.0,True,81321202.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
629633702,629633702,Sevier Valley Hospital,1000 N Main St,Richfield,UT,84701-1857,38.782751,-112.083594,3.0,150.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
652974510,652974510,Loma Linda University Health Board of Trustees,11175 Campus St,Loma Linda,CA,92350-1700,34.049547,-117.264076,3.0,9000.0,True,61131014.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
403311718,403311718,CentraCare Health,1406 6th Ave N,Saint Cloud,MN,56303-1900,45.574894,-94.168992,3.0,,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
401802578,401802578,Azura Vascular Care,52 E Swedesford Rd,Malvern,PA,19355-1427,40.053756,-75.519105,4.0,6.0,True,62149202.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
400306494,400306494,Holy Name Medical Center,718 Teaneck Rd,Teaneck,NJ,07666-4245,40.883049,-74.010685,4.0,2347.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
819541901,819541901,KEDPLASMA Corporate,2 Ravinia Dr,Atlanta,GA,30346-2104,33.922239,-84.335968,3.0,,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
402487709,402487709,Satellite WellBound,300 Santana Row,San Jose,CA,95128-2424,37.322812,-121.94732,4.0,,True,62149202.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
642813117,642813117,Piedmont Healthcare,1800 Howell Mill Rd NW,Atlanta,GA,30318-2525,33.80468,-84.414629,2.0,375.0,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
722784573,722784573,Willis-Knighton Behavioral,1111 Line Ave,Shreveport,LA,71101-3841,32.502763,-93.745571,3.0,,True,62221001.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
424318450,424318450,UNC Health Care,101 Manning Dr,Chapel Hill,NC,27514-4423,35.90397,-79.050849,2.0,,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
886012012,886012012,"Amazon.com, Inc",410 Terry Ave N,Seattle,WA,98109-5210,47.6223,-122.336746,5.0,200.0,True,45521915.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
001135607,001135607,Long Island Jewish Medical Center,270-5 76th Ave,New Hyde Park,NY,11040,40.75227,-73.707977,4.0,,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
404733003,404733003,Kaiser Permanente,1 Kaiser Plz,Oakland,CA,94612-3610,37.809967,-122.26411,3.0,,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
425278373,425278373,NewYork-Presbyterian Health System,525 E 68th St,New York,NY,10065-4870,40.764355,-73.954509,1.0,,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
402439265,402439265,US Renal Care Inc,5851 Legacy Cir,Plano,TX,75024-5982,33.081216,-96.821396,5.0,,True,62149202.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
148730757,148730757,Avera Sacred Heart Hospital,501 Summit St,Yankton,SD,57078-3855,42.871381,-97.407709,8.0,627.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
001295021,001295021,Beloit Health System,1969 W Hart Rd,Beloit,WI,53511-2298,42.54683,-89.00846,3.0,800.0,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
548501394,548501394,Avera Health,3900 W Avera Dr,Sioux Falls,SD,57108-5721,43.493022,-96.774388,4.0,120.0,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
659630362,659630362,UCI Medical Center,101 The City Dr S,Orange,CA,92868-3298,33.78812,-117.89067,3.0,,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
979848686,979848686,Vanderbilt University Medical Center,1211 Medical Center Dr,Nashville,TN,37232-0002,36.14123,-86.80152,3.0,13510.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
464831510,464831510,Gundersen Health System,1900 South Ave,La Crosse,WI,54601-5467,43.79442,-91.247276,4.0,2470.0,True,62211003.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
747217664,747217664,Billings Clinic,801 N 29th St,Billings,MT,59101-0905,45.7877,-108.512588,4.0,,True,62111129.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
428203178,428203178,Ochsner Health,1514 Jefferson Hwy,New Orleans,LA,70121-2429,29.96157,-90.144977,3.0,,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
420720225,420720225,EvergreenHealth,11800 NE 128th St,Kirkland,WA,98034-7208,47.715206,-122.184096,3.0,100.0,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
001116227,001116227,Trinitas Regional Medical Center,225 Williamson St,Elizabeth,NJ,07202-3625,40.659666,-74.214557,4.0,2305.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
996942660,996942660,RRH Unity Hospital,1555 Long Pond Rd,Rochester,NY,14626-4164,43.19193,-77.705515,4.0,3515.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
004628947,004628947,"Mesa Laboratories, Inc",12100 W 6th Ave,Lakewood,CO,80228-1252,39.724407,-105.134626,6.0,100.0,True,33911203.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
902135177,902135177,Hackensack Meridian Health Riverview Medical Center,1 Riverview Plz,Red Bank,NJ,07701-1864,40.353829,-74.06376,4.0,1261.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
427450927,427450927,Ascension Saint Thomas Hospital West,4220 Harding Pike,Nashville,TN,37205-2095,36.12784,-86.84351,3.0,3500.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
564928661,564928661,UPMC Senior Communities,200 Lothrop St,Pittsburgh,PA,15213-2536,40.442431,-79.960346,2.0,30.0,True,62331101.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
422682283,422682283,Atrium Health Wake Forest Baptist Medical Center,1 Medical Center Blvd,Winston Salem,NC,27157-0001,36.090571,-80.271511,4.0,14000.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
433868491,433868491,Elkhart General Hospital,600 East Blvd,Elkhart,IN,46514-2499,41.67925,-85.99207,4.0,1600.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
843307141,843307141,MercyOne Des Moines Medical Center,1111 6th Ave,Des Moines,IA,50314-2610,41.598769,-93.623174,4.0,3412.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
441376274,441376274,"CVS Pharmacy, Inc",1 CVS Dr,Woonsocket,RI,02895-6195,41.99319,-71.47797,2.0,3000.0,True,45611009.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
734214541,734214541,Metrolina Nephrology Associates,1300 Baxter St,Charlotte,NC,28204-3801,35.210351,-80.83556,3.0,,True,62199921.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
001193499,001193499,Atrium Health Wake Forest Baptist Health Wilkes Medical Center,1370 W D St,North Wilkesboro,NC,28659-3506,36.159229,-81.157807,3.0,583.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
416772524,416772524,"Optum, Inc",1 Optum Cir,Eden Prairie,MN,55344-2956,44.859228,-93.428705,4.0,,True,52411402.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
867040453,867040453,University of Vermont Medical Center,111 Colchester Ave,Burlington,VT,05401-1473,44.47965,-73.194282,4.0,6405.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
718456284,718456284,AKDHC Administration,3333 E Camelback Rd,Phoenix,AZ,85018-2396,33.509699,-112.0094,4.0,,True,62149202.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
400558488,400558488,Baylor Scott & White Medical Center-Temple,2401 S 31st St,Temple,TX,76508-0002,31.07888,-97.3658,3.0,1000.0,True,62211002.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
533286688,533286688,Baylor Scott & White Health,3500 Gaston Ave,Dallas,TX,75246-2017,32.789525,-96.780241,3.0,24.0,True,54161110.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
669575078,669575078,Saint Luke's Hospital of Kansas City,4401 Wornall Rd,Kansas City,MO,64111-3241,39.04601,-94.59009,4.0,2547.0,True,62311007.0,2025-12-30T03:24:08.905371+00:00,dataaxle,False
